"ID";"HGNC";"External Name"
"ENSSHAT00000005154";"BGN";"BGN"
"ENSSHAT00000005155";"BGN";"BGN"
"ENSSHAT00000005156";"SCRN1";"SCRN1"
"ENSSHAT00000005157";"SCRN1";"SCRN1"
"ENSSHAT00000005158";"ALAS1";"ALAS1"
"ENSSHAT00000005159";"LRMP";"LRMP"
"ENSSHAT00000005160";"CSPP1";"CSPP1"
"ENSSHAT00000005161";"CSPP1";"CSPP1"
"ENSSHAT00000005162";"AMPD2";"AMPD2"
"ENSSHAT00000005163";"MYL6";"MYL6"
"ENSSHAT00000005164";"VSIG10L";"VSIG10L"
"ENSSHAT00000005165";NA;NA
"ENSSHAT00000005166";NA;NA
"ENSSHAT00000005167";"TNIP1";"TNIP1"
"ENSSHAT00000005168";"KRT36";"KRT36"
"ENSSHAT00000005169";"PRRG2";"PRRG2"
"ENSSHAT00000005170";"GCC2";"GCC2"
"ENSSHAT00000005171";"GCC2";"GCC2"
"ENSSHAT00000005172";"NXPE4";"NXPE4"
"ENSSHAT00000005173";"SSR3";"SSR3"
"ENSSHAT00000005174";"TUBA1C";"TUBA1C"
"ENSSHAT00000005175";"KIAA0753";"KIAA0753"
"ENSSHAT00000005176";NA;NA
"ENSSHAT00000005177";"KIAA0368";"KIAA0368"
"ENSSHAT00000005178";"KIAA0368";"KIAA0368"
"ENSSHAT00000005179";"CHMP1A";"CHMP1A"
"ENSSHAT00000005180";NA;NA
"ENSSHAT00000005181";NA;NA
"ENSSHAT00000005182";"SLC26A5";"SLC26A5"
"ENSSHAT00000005183";"OTUD7B";"OTUD7B"
"ENSSHAT00000005184";"CAPG";"CAPG"
"ENSSHAT00000005185";"AP2A2";"AP2A2"
"ENSSHAT00000005186";"SLC12A6";"SLC12A6"
"ENSSHAT00000005187";"TSHR";"TSHR"
"ENSSHAT00000005188";"YARS2";"YARS2"
"ENSSHAT00000005189";"TMEM253";"TMEM253"
"ENSSHAT00000005190";"TMEM253";"TMEM253"
"ENSSHAT00000005191";"OTUD3";"OTUD3"
"ENSSHAT00000005192";NA;NA
"ENSSHAT00000005193";NA;NA
"ENSSHAT00000005194";NA;NA
"ENSSHAT00000005195";"PIP5K1C";"PIP5K1C"
"ENSSHAT00000005196";"PIP5K1C";"PIP5K1C"
"ENSSHAT00000005197";NA;NA
"ENSSHAT00000005198";NA;NA
"ENSSHAT00000005199";"MYLK3";"MYLK3"
"ENSSHAT00000005200";"PRDM10";"PRDM10"
"ENSSHAT00000005201";"CDON";"CDON"
"ENSSHAT00000005202";"CDON";"CDON"
"ENSSHAT00000005203";"SH2D3A";"SH2D3A"
"ENSSHAT00000005204";"GM2A";"GM2A"
"ENSSHAT00000005205";"TGM1";"TGM1"
"ENSSHAT00000005206";"TGM1";"TGM1"
"ENSSHAT00000005207";"PRICKLE3";"PRICKLE3"
"ENSSHAT00000005208";NA;NA
"ENSSHAT00000005209";"RAD51D";"RAD51D"
"ENSSHAT00000005210";"SURF2";"SURF2"
"ENSSHAT00000005211";NA;NA
"ENSSHAT00000005212";NA;NA
"ENSSHAT00000005213";NA;NA
"ENSSHAT00000005214";"DIMT1";"DIMT1"
"ENSSHAT00000005215";"LRG1";"LRG1"
"ENSSHAT00000005216";NA;NA
"ENSSHAT00000005217";"PKD2";"PKD2"
"ENSSHAT00000005218";"TNNI1";"TNNI1"
"ENSSHAT00000005219";"RFC2";"RFC2"
"ENSSHAT00000005220";NA;NA
"ENSSHAT00000005221";"SHC1";"SHC1"
"ENSSHAT00000005222";NA;NA
"ENSSHAT00000005223";"LSS";"LSS"
"ENSSHAT00000005224";"RSPH14";"RSPH14"
"ENSSHAT00000005225";NA;NA
"ENSSHAT00000005226";NA;NA
"ENSSHAT00000005227";"IFNAR2";"IFNAR2"
"ENSSHAT00000005228";"PTGER1";"PTGER1"
"ENSSHAT00000005229";"PPP1R15A";"PPP1R15A"
"ENSSHAT00000005230";"GUCY1A3";"GUCY1A3"
"ENSSHAT00000005231";"LAMB1";"LAMB1"
"ENSSHAT00000005232";"GJC3";"GJC3"
"ENSSHAT00000005233";"DUSP7";"DUSP7"
"ENSSHAT00000005234";NA;NA
"ENSSHAT00000005235";"SIN3B";"SIN3B"
"ENSSHAT00000005236";"SIN3B";"SIN3B"
"ENSSHAT00000005237";"FHDC1";"FHDC1"
"ENSSHAT00000005238";NA;NA
"ENSSHAT00000005239";"MTL5";"MTL5"
"ENSSHAT00000005240";NA;NA
"ENSSHAT00000005241";NA;NA
"ENSSHAT00000005242";NA;NA
"ENSSHAT00000005243";NA;NA
"ENSSHAT00000005244";"SULT4A1";"SULT4A1"
"ENSSHAT00000005245";"SLAMF6";"SLAMF6"
"ENSSHAT00000005246";"CAAP1";"CAAP1"
"ENSSHAT00000005247";NA;NA
"ENSSHAT00000005248";NA;NA
"ENSSHAT00000005249";"PACSIN1";"PACSIN1"
"ENSSHAT00000005250";NA;NA
"ENSSHAT00000005251";NA;NA
"ENSSHAT00000005252";"PGBD1";"PGBD1"
"ENSSHAT00000005253";"PGBD1";"PGBD1"
"ENSSHAT00000005254";"PGBD1";"PGBD1"
"ENSSHAT00000005255";NA;NA
"ENSSHAT00000005256";"C17orf74";"C17orf74"
"ENSSHAT00000005257";"TSNAXIP1";"TSNAXIP1"
"ENSSHAT00000005258";NA;NA
"ENSSHAT00000005259";NA;NA
"ENSSHAT00000005260";"CSPG5";"CSPG5"
"ENSSHAT00000005261";NA;NA
"ENSSHAT00000005262";"FAM159B";"FAM159B"
"ENSSHAT00000005263";"RUNDC3B";"RUNDC3B"
"ENSSHAT00000005264";"COL2A1";"COL2A1"
"ENSSHAT00000005265";"GHDC";"GHDC"
"ENSSHAT00000005266";"ART3";"ART3"
"ENSSHAT00000005267";"TMEM205";"TMEM205"
"ENSSHAT00000005268";"KIAA1109";"KIAA1109"
"ENSSHAT00000005269";"KIAA1109";"KIAA1109"
"ENSSHAT00000005270";"SCPEP1";"SCPEP1"
"ENSSHAT00000005271";NA;NA
"ENSSHAT00000005272";"MORN3";"MORN3"
"ENSSHAT00000005273";NA;NA
"ENSSHAT00000005274";"AGGF1";"AGGF1"
"ENSSHAT00000005275";"KRTAP3-1";"KRTAP3-1"
"ENSSHAT00000005276";"PCIF1";"PCIF1"
"ENSSHAT00000005277";NA;NA
"ENSSHAT00000005278";"AGRN";"AGRN"
"ENSSHAT00000005279";"AGRN";"AGRN"
"ENSSHAT00000005280";"AGRN";"AGRN"
"ENSSHAT00000005281";"ELAC2";"ELAC2"
"ENSSHAT00000005282";"ETFB";"ETFB"
"ENSSHAT00000005283";NA;NA
"ENSSHAT00000005284";"DDX17";"DDX17"
"ENSSHAT00000005285";NA;NA
"ENSSHAT00000005286";"NRSN2";"NRSN2"
"ENSSHAT00000005287";"ANK2";"ANK2"
"ENSSHAT00000005288";NA;NA
"ENSSHAT00000005289";NA;NA
"ENSSHAT00000005290";NA;NA
"ENSSHAT00000005291";NA;NA
"ENSSHAT00000005292";NA;NA
"ENSSHAT00000005293";NA;NA
"ENSSHAT00000005294";"IBSP";"IBSP"
"ENSSHAT00000005295";"MYL6B";"MYL6B"
"ENSSHAT00000005296";NA;NA
"ENSSHAT00000005297";NA;NA
"ENSSHAT00000005298";NA;NA
"ENSSHAT00000005299";"SETD1B";"SETD1B"
"ENSSHAT00000005300";NA;NA
"ENSSHAT00000005301";"BTBD6";"BTBD6"
"ENSSHAT00000005302";"KIAA0319";"KIAA0319"
"ENSSHAT00000005303";"SULT6B1";"SULT6B1"
"ENSSHAT00000005304";"ZNF410";"ZNF410"
"ENSSHAT00000005305";"NUP37";"NUP37"
"ENSSHAT00000005306";NA;NA
"ENSSHAT00000005307";NA;NA
"ENSSHAT00000005308";NA;NA
"ENSSHAT00000005309";"TRERF1";"TRERF1"
"ENSSHAT00000005310";"SKIV2L2";"SKIV2L2"
"ENSSHAT00000005311";"PARP9";"PARP9"
"ENSSHAT00000005312";"PARP9";"PARP9"
"ENSSHAT00000005313";"PARP9";"PARP9"
"ENSSHAT00000005314";NA;NA
"ENSSHAT00000005315";"TMEM139";"TMEM139"
"ENSSHAT00000005316";"KL";"KL"
"ENSSHAT00000005317";"KL";"KL"
"ENSSHAT00000005318";"TPPP";"TPPP"
"ENSSHAT00000005319";"ZNF215";"ZNF215"
"ENSSHAT00000005320";"PFKFB1";"PFKFB1"
"ENSSHAT00000005321";"GPX8";"GPX8"
"ENSSHAT00000005322";NA;NA
"ENSSHAT00000005323";"KLHL20";"KLHL20"
"ENSSHAT00000005324";"AASDH";"AASDH"
"ENSSHAT00000005325";NA;NA
"ENSSHAT00000005326";NA;NA
"ENSSHAT00000005327";"ZBTB39";"ZBTB39"
"ENSSHAT00000005328";"GABRA6";"GABRA6"
"ENSSHAT00000005329";"ADGRG4";"ADGRG4"
"ENSSHAT00000005330";"PAK3";"PAK3"
"ENSSHAT00000005331";"SASS6";"SASS6"
"ENSSHAT00000005332";"SASS6";"SASS6"
"ENSSHAT00000005333";NA;NA
"ENSSHAT00000005334";NA;NA
"ENSSHAT00000005335";NA;NA
"ENSSHAT00000005336";"CSNK1E";"CSNK1E"
"ENSSHAT00000005337";"TMPRSS13";"TMPRSS13"
"ENSSHAT00000005338";"FLNC";"FLNC"
"ENSSHAT00000005339";"ACY3";"ACY3"
"ENSSHAT00000005340";"CNN1";"CNN1"
"ENSSHAT00000005341";"UBTD2";"UBTD2"
"ENSSHAT00000005342";NA;NA
"ENSSHAT00000005343";"OAT";"OAT"
"ENSSHAT00000005344";"PICALM";"PICALM"
"ENSSHAT00000005345";"PICALM";"PICALM"
"ENSSHAT00000005346";NA;NA
"ENSSHAT00000005347";"KERA";"KERA"
"ENSSHAT00000005348";"HDHD2";"HDHD2"
"ENSSHAT00000005349";"HDHD2";"HDHD2"
"ENSSHAT00000005350";"TMPRSS11A";"TMPRSS11A"
"ENSSHAT00000005351";"TMPRSS11A";"TMPRSS11A"
"ENSSHAT00000005352";"TMPRSS11A";"TMPRSS11A"
"ENSSHAT00000005353";"ARL1";"ARL1"
"ENSSHAT00000005354";"CCDC183";"CCDC183"
"ENSSHAT00000005355";"CCDC183";"CCDC183"
"ENSSHAT00000005356";"HELT";"HELT"
"ENSSHAT00000005357";"ATF1";"ATF1"
"ENSSHAT00000005358";"ATF1";"ATF1"
"ENSSHAT00000005359";"EIF4A3";"EIF4A3"
"ENSSHAT00000005360";"ATG16L1";"ATG16L1"
"ENSSHAT00000005361";NA;NA
"ENSSHAT00000005362";"DNTT";"DNTT"
"ENSSHAT00000005363";"DNTT";"DNTT"
"ENSSHAT00000005364";"LY6D";"LY6D"
"ENSSHAT00000005365";NA;NA
"ENSSHAT00000005366";NA;NA
"ENSSHAT00000005367";"PALM2";"PALM2"
"ENSSHAT00000005368";"ASPRV1";"ASPRV1"
"ENSSHAT00000005369";"ASPRV1";"ASPRV1"
"ENSSHAT00000005370";"ISOC2";"ISOC2"
"ENSSHAT00000005371";"MED15";"MED15"
"ENSSHAT00000005372";NA;NA
"ENSSHAT00000005373";NA;NA
"ENSSHAT00000005374";"SNX12";"SNX12"
"ENSSHAT00000005375";NA;NA
"ENSSHAT00000005376";"ITIH1";"ITIH1"
"ENSSHAT00000005377";NA;NA
"ENSSHAT00000005378";"MAPK8IP2";"MAPK8IP2"
"ENSSHAT00000005379";"RECK";"RECK"
"ENSSHAT00000005380";"RECK";"RECK"
"ENSSHAT00000005381";"RECK";"RECK"
"ENSSHAT00000005382";NA;NA
"ENSSHAT00000005383";"INTS5";"INTS5"
"ENSSHAT00000005384";"INTS5";"INTS5"
"ENSSHAT00000005385";"RADIL";"RADIL"
"ENSSHAT00000005386";"CLDN2";"CLDN2"
"ENSSHAT00000005387";"FGF12";"FGF12"
"ENSSHAT00000005388";"VAV1";"VAV1"
"ENSSHAT00000005389";NA;NA
"ENSSHAT00000005390";"TMEM249";"TMEM249"
"ENSSHAT00000005391";"SPINT2";"SPINT2"
"ENSSHAT00000005392";NA;NA
"ENSSHAT00000005393";NA;NA
"ENSSHAT00000005394";NA;NA
"ENSSHAT00000005395";NA;NA
"ENSSHAT00000005396";"LECT2";"LECT2"
"ENSSHAT00000005397";"BCAM";"BCAM"
"ENSSHAT00000005398";"FGD1";"FGD1"
"ENSSHAT00000005399";NA;NA
"ENSSHAT00000005400";"ZZEF1";"ZZEF1"
"ENSSHAT00000005401";"ZZEF1";"ZZEF1"
"ENSSHAT00000005402";"BTBD7";"BTBD7"
"ENSSHAT00000005403";NA;NA
"ENSSHAT00000005404";"RANBP2";"RANBP2"
"ENSSHAT00000005405";NA;NA
"ENSSHAT00000005406";"PADI4";"PADI4"
"ENSSHAT00000005407";"ZBTB17";"ZBTB17"
"ENSSHAT00000005408";"CCDC126";"CCDC126"
"ENSSHAT00000005409";NA;NA
"ENSSHAT00000005410";"TMEM192";"TMEM192"
"ENSSHAT00000005411";NA;NA
"ENSSHAT00000005412";"EPN3";"EPN3"
"ENSSHAT00000005413";"MFHAS1";"MFHAS1"
"ENSSHAT00000005414";"C17orf50";"C17orf50"
"ENSSHAT00000005415";"CEP68";"CEP68"
"ENSSHAT00000005416";"CEP68";"CEP68"
"ENSSHAT00000005417";"KCNT1";"KCNT1"
"ENSSHAT00000005418";"KCNT1";"KCNT1"
"ENSSHAT00000005419";"NOSIP";"NOSIP"
"ENSSHAT00000005420";"TTC4";"TTC4"
"ENSSHAT00000005421";"TPCN2";"TPCN2"
"ENSSHAT00000005422";"KRT78";"KRT78"
"ENSSHAT00000005423";"FCRLB";"FCRLB"
"ENSSHAT00000005424";"FCRLB";"FCRLB"
"ENSSHAT00000005425";"MMRN2";"MMRN2"
"ENSSHAT00000005426";"MMRN2";"MMRN2"
"ENSSHAT00000005427";NA;NA
"ENSSHAT00000005428";"PSPC1";"PSPC1"
"ENSSHAT00000005429";"TAF11";"TAF11"
"ENSSHAT00000005430";"FAM96B";"FAM96B"
"ENSSHAT00000005431";NA;NA
"ENSSHAT00000005432";"SEMA6B";"SEMA6B"
"ENSSHAT00000005433";"PHF8";"PHF8"
"ENSSHAT00000005434";"PHF8";"PHF8"
"ENSSHAT00000005435";"SLC7A6";"SLC7A6"
"ENSSHAT00000005436";"LGALS12";"LGALS12"
"ENSSHAT00000005437";NA;NA
"ENSSHAT00000005438";NA;NA
"ENSSHAT00000005439";"SLC44A5";"SLC44A5"
"ENSSHAT00000005440";"MCCC2";"MCCC2"
"ENSSHAT00000005441";"MCCC2";"MCCC2"
"ENSSHAT00000005442";"TAT";"TAT"
"ENSSHAT00000005443";"TAT";"TAT"
"ENSSHAT00000005444";"CLEC3B";"CLEC3B"
"ENSSHAT00000005445";"HCRT";"HCRT"
"ENSSHAT00000005446";"GFRA1";"GFRA1"
"ENSSHAT00000005447";"POPDC2";"POPDC2"
"ENSSHAT00000005448";NA;NA
"ENSSHAT00000005449";"TMEM212";"TMEM212"
"ENSSHAT00000005450";NA;NA
"ENSSHAT00000005451";NA;NA
"ENSSHAT00000005452";"PRKCDBP";"PRKCDBP"
"ENSSHAT00000005453";"FOXO1";"FOXO1"
"ENSSHAT00000005454";"GPKOW";"GPKOW"
"ENSSHAT00000005455";"ERMP1";"ERMP1"
"ENSSHAT00000005456";"CDO1";"CDO1"
"ENSSHAT00000005457";NA;NA
"ENSSHAT00000005458";"TTC38";"TTC38"
"ENSSHAT00000005459";"ZFR2";"ZFR2"
"ENSSHAT00000005460";"ZFR2";"ZFR2"
"ENSSHAT00000005461";"TBATA";"TBATA"
"ENSSHAT00000005462";"TBATA";"TBATA"
"ENSSHAT00000005463";NA;NA
"ENSSHAT00000005464";NA;NA
"ENSSHAT00000005465";"SURF4";"SURF4"
"ENSSHAT00000005466";NA;NA
"ENSSHAT00000005467";NA;NA
"ENSSHAT00000005468";NA;NA
"ENSSHAT00000005469";"NDUFA10";"NDUFA10"
"ENSSHAT00000005470";"CFL2";"CFL2"
"ENSSHAT00000005471";"C21orf2";"C21orf2"
"ENSSHAT00000005472";"C6orf132";"C6orf132"
"ENSSHAT00000005473";"C6orf132";"C6orf132"
"ENSSHAT00000005474";"LRCH2";"LRCH2"
"ENSSHAT00000005475";"FEM1B";"FEM1B"
"ENSSHAT00000005476";"RCN3";"RCN3"
"ENSSHAT00000005477";"RCN3";"RCN3"
"ENSSHAT00000005478";"MAOB";"MAOB"
"ENSSHAT00000005479";"OR51G2";"OR51G2"
"ENSSHAT00000005480";"KCNV2";"KCNV2"
"ENSSHAT00000005481";NA;NA
"ENSSHAT00000005482";"ZNF18";"ZNF18"
"ENSSHAT00000005483";"ZNF18";"ZNF18"
"ENSSHAT00000005484";"GREB1";"GREB1"
"ENSSHAT00000005485";"NRBF2";"NRBF2"
"ENSSHAT00000005486";"KCNK5";"KCNK5"
"ENSSHAT00000005487";"SLC25A43";"SLC25A43"
"ENSSHAT00000005488";NA;NA
"ENSSHAT00000005489";NA;NA
"ENSSHAT00000005490";"REPS2";"REPS2"
"ENSSHAT00000005491";"REPS2";"REPS2"
"ENSSHAT00000005492";NA;NA
"ENSSHAT00000005493";NA;NA
"ENSSHAT00000005494";NA;NA
"ENSSHAT00000005495";"MLH1";"MLH1"
"ENSSHAT00000005496";"TREM1";"TREM1"
"ENSSHAT00000005497";"CREBZF";"CREBZF"
"ENSSHAT00000005498";"ZNF335";"ZNF335"
"ENSSHAT00000005499";"RPL35";"RPL35"
"ENSSHAT00000005500";"CALCOCO1";"CALCOCO1"
"ENSSHAT00000005501";NA;NA
"ENSSHAT00000005502";"SEMA4D";"SEMA4D"
"ENSSHAT00000005503";"FAM124B";"FAM124B"
"ENSSHAT00000005504";"FAM124B";"FAM124B"
"ENSSHAT00000005505";NA;NA
"ENSSHAT00000005506";"IARS2";"IARS2"
"ENSSHAT00000005507";"IARS2";"IARS2"
"ENSSHAT00000005508";"ERI2";"ERI2"
"ENSSHAT00000005509";"FA2H";"FA2H"
"ENSSHAT00000005510";"GPR78";"GPR78"
"ENSSHAT00000005511";NA;NA
"ENSSHAT00000005512";"FUNDC2";"FUNDC2"
"ENSSHAT00000005513";"OR4P4";"OR4P4"
"ENSSHAT00000005514";NA;NA
"ENSSHAT00000005515";NA;NA
"ENSSHAT00000005516";"RHOD";"RHOD"
"ENSSHAT00000005517";"SCN1B";"SCN1B"
"ENSSHAT00000005518";NA;NA
"ENSSHAT00000005519";NA;NA
"ENSSHAT00000005520";"HDAC11";"HDAC11"
"ENSSHAT00000005521";NA;NA
"ENSSHAT00000005522";"CCT7";"CCT7"
"ENSSHAT00000005523";NA;NA
"ENSSHAT00000005524";"KCNH4";"KCNH4"
"ENSSHAT00000005525";"OSBPL5";"OSBPL5"
"ENSSHAT00000005526";"KIAA1407";"KIAA1407"
"ENSSHAT00000005527";NA;NA
"ENSSHAT00000005528";"NPY5R";"NPY5R"
"ENSSHAT00000005529";NA;NA
"ENSSHAT00000005530";"SESN2";"SESN2"
"ENSSHAT00000005531";"SESN2";"SESN2"
"ENSSHAT00000005532";NA;NA
"ENSSHAT00000005533";NA;NA
"ENSSHAT00000005534";"AHSA1";"AHSA1"
"ENSSHAT00000005535";"RACGAP1";"RACGAP1"
"ENSSHAT00000005536";NA;NA
"ENSSHAT00000005537";"C16orf52";"C16orf52"
"ENSSHAT00000005538";"PLCB3";"PLCB3"
"ENSSHAT00000005539";NA;NA
"ENSSHAT00000005540";"LMNTD2";"LMNTD2"
"ENSSHAT00000005541";"LMNTD2";"LMNTD2"
"ENSSHAT00000005542";"WDR20";"WDR20"
"ENSSHAT00000005543";"CKS1B";"CKS1B"
"ENSSHAT00000005544";"KCNAB1";"KCNAB1"
"ENSSHAT00000005545";"ATG2A";"ATG2A"
"ENSSHAT00000005546";NA;NA
"ENSSHAT00000005547";"FAM150B";"FAM150B"
"ENSSHAT00000005548";"HSD17B14";"HSD17B14"
"ENSSHAT00000005549";"HSD17B14";"HSD17B14"
"ENSSHAT00000005550";NA;NA
"ENSSHAT00000005551";NA;NA
"ENSSHAT00000005552";"FIGF";"FIGF"
"ENSSHAT00000005553";NA;NA
"ENSSHAT00000005554";NA;NA
"ENSSHAT00000005555";"SPP2";"SPP2"
"ENSSHAT00000005556";"CASP2";"CASP2"
"ENSSHAT00000005557";"GAS7";"GAS7"
"ENSSHAT00000005558";NA;NA
"ENSSHAT00000005559";"DSG3";"DSG3"
"ENSSHAT00000005560";"ACTA1";"ACTA1"
"ENSSHAT00000005561";"MED31";"MED31"
"ENSSHAT00000005562";"WBSCR27";"WBSCR27"
"ENSSHAT00000005563";"TXNDC17";"TXNDC17"
"ENSSHAT00000005564";"MED30";"MED30"
"ENSSHAT00000005565";"MED30";"MED30"
"ENSSHAT00000005566";NA;NA
"ENSSHAT00000005567";"LYZ";"LYZ"
"ENSSHAT00000005568";NA;NA
"ENSSHAT00000005569";"TNFRSF25";"TNFRSF25"
"ENSSHAT00000005570";"PIGK";"PIGK"
"ENSSHAT00000005571";"ERGIC2";"ERGIC2"
"ENSSHAT00000005572";"ERGIC2";"ERGIC2"
"ENSSHAT00000005573";"ERGIC2";"ERGIC2"
"ENSSHAT00000005574";"OR10D3";"OR10D3"
"ENSSHAT00000005575";"TSR2";"TSR2"
"ENSSHAT00000005576";"PLA2G4C";"PLA2G4C"
"ENSSHAT00000005577";"LIM2";"LIM2"
"ENSSHAT00000005578";NA;NA
"ENSSHAT00000005579";"CXorf38";"CXorf38"
"ENSSHAT00000005580";"CXorf38";"CXorf38"
"ENSSHAT00000005581";"PKN1";"PKN1"
"ENSSHAT00000005582";NA;NA
"ENSSHAT00000005583";NA;NA
"ENSSHAT00000005584";NA;NA
"ENSSHAT00000005585";NA;NA
"ENSSHAT00000005586";"FCGRT";"FCGRT"
"ENSSHAT00000005587";"USP54";"USP54"
"ENSSHAT00000005588";NA;NA
"ENSSHAT00000005589";NA;NA
"ENSSHAT00000005590";"IL12A";"IL12A"
"ENSSHAT00000005591";NA;NA
"ENSSHAT00000005592";NA;NA
"ENSSHAT00000005593";"PUSL1";"PUSL1"
"ENSSHAT00000005594";NA;NA
"ENSSHAT00000005595";"CCDC116";"CCDC116"
"ENSSHAT00000005596";"CCDC116";"CCDC116"
"ENSSHAT00000005597";"LMF2";"LMF2"
"ENSSHAT00000005598";NA;NA
"ENSSHAT00000005599";"TRBV19";"TRBV19"
"ENSSHAT00000005600";"CAB39";"CAB39"
"ENSSHAT00000005601";"IL17D";"IL17D"
"ENSSHAT00000005602";"IL17D";"IL17D"
"ENSSHAT00000005603";NA;NA
"ENSSHAT00000005604";"IFT52";"IFT52"
"ENSSHAT00000005605";"PTP4A2";"PTP4A2"
"ENSSHAT00000005606";NA;NA
"ENSSHAT00000005607";NA;NA
"ENSSHAT00000005608";"ARL11";"ARL11"
"ENSSHAT00000005609";NA;NA
"ENSSHAT00000005610";"CALB1";"CALB1"
"ENSSHAT00000005611";NA;NA
"ENSSHAT00000005612";NA;NA
"ENSSHAT00000005613";"CYB5R3";"CYB5R3"
"ENSSHAT00000005614";"CYB5R3";"CYB5R3"
"ENSSHAT00000005615";"PPM1D";"PPM1D"
"ENSSHAT00000005616";NA;NA
"ENSSHAT00000005617";NA;NA
"ENSSHAT00000005618";"ANKRD12";"ANKRD12"
"ENSSHAT00000005619";"ANKRD12";"ANKRD12"
"ENSSHAT00000005620";"AVPR2";"AVPR2"
"ENSSHAT00000005621";"NKX2-6";"NKX2-6"
"ENSSHAT00000005622";"EEF1A1";"EEF1A1"
"ENSSHAT00000005623";"TRIM28";"TRIM28"
"ENSSHAT00000005624";NA;NA
"ENSSHAT00000005625";"FBXL5";"FBXL5"
"ENSSHAT00000005626";"TDP1";"TDP1"
"ENSSHAT00000005627";"S100P";"S100P"
"ENSSHAT00000005628";"TCF21";"TCF21"
"ENSSHAT00000005629";"GLOD5";"GLOD5"
"ENSSHAT00000005630";"RAD52";"RAD52"
"ENSSHAT00000005631";"RAD52";"RAD52"
"ENSSHAT00000005632";NA;NA
"ENSSHAT00000005633";NA;NA
"ENSSHAT00000005634";NA;NA
"ENSSHAT00000005635";"MKX";"MKX"
"ENSSHAT00000005636";NA;NA
"ENSSHAT00000005637";"F11";"F11"
"ENSSHAT00000005638";"F11";"F11"
"ENSSHAT00000005639";"RGS16";"RGS16"
"ENSSHAT00000005640";NA;NA
"ENSSHAT00000005641";NA;NA
"ENSSHAT00000005642";"OR51A7";"OR51A7"
"ENSSHAT00000005643";"KDELR3";"KDELR3"
"ENSSHAT00000005644";"WSCD1";"WSCD1"
"ENSSHAT00000005645";"ELMOD3";"ELMOD3"
"ENSSHAT00000005646";"WASF2";"WASF2"
"ENSSHAT00000005647";NA;NA
"ENSSHAT00000005648";"HPS6";"HPS6"
"ENSSHAT00000005649";NA;NA
"ENSSHAT00000005650";NA;NA
"ENSSHAT00000005651";"NUP54";"NUP54"
"ENSSHAT00000005652";NA;NA
"ENSSHAT00000005653";"UQCC3";"UQCC3"
"ENSSHAT00000005654";"WDR89";"WDR89"
"ENSSHAT00000005655";"NEXN";"NEXN"
"ENSSHAT00000005656";"NEXN";"NEXN"
"ENSSHAT00000005657";NA;NA
"ENSSHAT00000005658";NA;NA
"ENSSHAT00000005659";NA;NA
"ENSSHAT00000005660";"SPDEF";"SPDEF"
"ENSSHAT00000005661";"CASP6";"CASP6"
"ENSSHAT00000005662";NA;NA
"ENSSHAT00000005663";"TMEM126A";"TMEM126A"
"ENSSHAT00000005664";"PLEKHG5";"PLEKHG5"
"ENSSHAT00000005665";"PLEKHG5";"PLEKHG5"
"ENSSHAT00000005666";"PLEKHG5";"PLEKHG5"
"ENSSHAT00000005667";"MMAA";"MMAA"
"ENSSHAT00000005668";NA;NA
"ENSSHAT00000005669";"OLIG1";"OLIG1"
"ENSSHAT00000005670";"OLIG1";"OLIG1"
"ENSSHAT00000005671";"NOVA1";"NOVA1"
"ENSSHAT00000005672";NA;NA
"ENSSHAT00000005673";"RABGGTA";"RABGGTA"
"ENSSHAT00000005674";"PHB";"PHB"
"ENSSHAT00000005675";"LIPG";"LIPG"
"ENSSHAT00000005676";NA;NA
"ENSSHAT00000005677";"DPP6";"DPP6"
"ENSSHAT00000005678";"KRT35";"KRT35"
"ENSSHAT00000005679";"NKX2-2";"NKX2-2"
"ENSSHAT00000005680";NA;NA
"ENSSHAT00000005681";"COL13A1";"COL13A1"
"ENSSHAT00000005682";"RPL9";"RPL9"
"ENSSHAT00000005683";"FRS2";"FRS2"
"ENSSHAT00000005684";"UBXN1";"UBXN1"
"ENSSHAT00000005685";NA;NA
"ENSSHAT00000005686";NA;NA
"ENSSHAT00000005687";NA;NA
"ENSSHAT00000005688";NA;NA
"ENSSHAT00000005689";NA;NA
"ENSSHAT00000005690";"FLAD1";"FLAD1"
"ENSSHAT00000005691";"PHLDA2";"PHLDA2"
"ENSSHAT00000005692";NA;NA
"ENSSHAT00000005693";NA;NA
"ENSSHAT00000005694";"FAM193A";"FAM193A"
"ENSSHAT00000005695";"CHMP2A";"CHMP2A"
"ENSSHAT00000005696";"NOTCH1";"NOTCH1"
"ENSSHAT00000005697";"NOTCH1";"NOTCH1"
"ENSSHAT00000005698";NA;NA
"ENSSHAT00000005699";NA;NA
"ENSSHAT00000005700";NA;NA
"ENSSHAT00000005701";NA;NA
"ENSSHAT00000005702";NA;NA
"ENSSHAT00000005703";NA;NA
"ENSSHAT00000005704";"NOX4";"NOX4"
"ENSSHAT00000005705";"RBMS2";"RBMS2"
"ENSSHAT00000005706";"RBMS2";"RBMS2"
"ENSSHAT00000005707";"FETUB";"FETUB"
"ENSSHAT00000005708";"MAP4K1";"MAP4K1"
"ENSSHAT00000005709";NA;NA
"ENSSHAT00000005710";NA;NA
"ENSSHAT00000005711";NA;NA
"ENSSHAT00000005712";"ARHGAP24";"ARHGAP24"
"ENSSHAT00000005713";"DTYMK";"DTYMK"
