"Chromosome.Name" "Gene.Start" "Gene.End" "Transcript.Start" "Transcription.Start.Site" "Transcript.End" "Ensembl.Gene.ID" "HGNC.IDs" "Ensembl.Protein.Family.IDs"
"Chr5_supercontig_000000069" 53754308 53769679 53754308 53769679 53769679 "ENSSHAG00000016277" "HGNC:26935" "ENSFM00250000005120"
"Chr5_supercontig_000000069" 53776471 53820979 53776471 53820979 53820979 "ENSSHAG00000016331" "HGNC:16503" "ENSFM00500000272756"
"Chr5_supercontig_000000069" 53840373 53858971 53840373 53840373 53858971 "ENSSHAG00000016475" "HGNC:13586" "ENSFM00250000007538"
"Chr5_supercontig_000000069" 54131237 54142261 54131237 54131237 54142261 "ENSSHAG00000017051" "HGNC:11822" "ENSFM00500000270215"
"Chr5_supercontig_000000069" 54501029 55068329 54501029 55068329 55068329 "ENSSHAG00000017614" "HGNC:6511 " "ENSFM00250000001914"
"Chr5_supercontig_000000069" 55972229 55997618 55972229 55972229 55997618 "ENSSHAG00000018834" "HGNC:28084" "ENSFM00670001241129"
"Chr5_supercontig_000000069" 56160621 56182126 56160621 56160621 56182126 "ENSSHAG00000018891" "HGNC:5003 " "ENSFM00250000004003"
"Chr5_supercontig_000000069" 56213132 56239660 56213132 56213132 56239660 "ENSSHAG00000018899" "HGNC:11982" "ENSFM00250000001136"
"Chr5_supercontig_000000069" 56281875 56293398 56281875 56281875 56293398 "ENSSHAG00000018910" "HGNC:5013 " "ENSFM00250000002797"
"Chr5_supercontig_000000069" 56306127 56316147 56306127 56306127 56316147 "ENSSHAG00000018914" "HGNC:6948 " "ENSFM00730001521709"
"Chr5_supercontig_000000070" 56446996 56454281 56446996 56446996 56454281 "ENSSHAG00000004949" "HGNC:18229" "ENSFM00500000270666"
"Chr5_supercontig_000000070" 56508141 56524124 56508141 56524124 56524124 "ENSSHAG00000005933" "HGNC:6915 " "ENSFM00250000000702"
"Chr5_supercontig_000000070" 56541521 56558174 56541521 56541521 56558174 "ENSSHAG00000006374" "          " "ENSFM00600000921272"
"Chr5_supercontig_000000070" 56541521 56558174 56554868 56554868 56556296 "ENSSHAG00000006374" "          " "ENSFM00600000921272"
"Chr5_supercontig_000000070" 56541521 56558174 56554979 56554979 56555758 "ENSSHAG00000006374" "          " "ENSFM00600000921272"
"Chr5_supercontig_000000070" 56578772 56803592 56578772 56803592 56803592 "ENSSHAG00000006835" "HGNC:9906 " "ENSFM00250000000843"
"Chr5_supercontig_000000070" 56578772 56803592 56578772 56645446 56645446 "ENSSHAG00000006835" "HGNC:9906 " "ENSFM00250000000843"
"Chr5_supercontig_000000070" 56932531 56933268 56932531 56933268 56933268 "ENSSHAG00000009962" "          " "ENSFM00600000921272"
"Chr5_supercontig_000000070" 56960303 57005593 56960303 57005593 57005593 "ENSSHAG00000010154" "HGNC:7579 " "ENSFM00270000056424"
"Chr5_supercontig_000000070" 57113979 57127824 57113979 57127824 57127824 "ENSSHAG00000011101" "HGNC:26264" "ENSFM00250000006426"
"Chr5_supercontig_000000070" 57132784 57142463 57132784 57142463 57142463 "ENSSHAG00000011209" "HGNC:3278 " "ENSFM00250000003134"
"Chr5_supercontig_000000070" 57132784 57142463 57133025 57142463 57142463 "ENSSHAG00000011209" "HGNC:3278 " "ENSFM00250000003134"
"Chr5_supercontig_000000070" 57165023 57321570 57165023 57321570 57321570 "ENSSHAG00000011425" "HGNC:1406 " "ENSFM00250000002019"
"Chr5_supercontig_000000070" 57372747 57373100 57372747 57372747 57373100 "ENSSHAG00000012557" "          " "ENSFM00640001119676"
"Chr5_supercontig_000000070" 57372852 57393956 57372852 57393956 57393956 "ENSSHAG00000012558" "HGNC:18626" "ENSFM00400000132014"
"Chr5_supercontig_000000070" 57450415 57451227 57450415 57451227 57451227 "ENSSHAG00000012928" "          " "ENSFM00640001119677"
"Chr5_supercontig_000000070" 57453074 57456009 57453074 57456009 57456009 "ENSSHAG00000012950" "HGNC:9704 " "ENSFM00640001112083"
"Chr5_supercontig_000000070" 57522492 57551678 57522492 57522492 57551678 "ENSSHAG00000013281" "HGNC:7662 " "ENSFM00250000005432"
"Chr5_supercontig_000000070" 57583355 57609023 57583355 57583355 57609023 "ENSSHAG00000013577" "HGNC:2436 " "ENSFM00250000005817"
"Chr5_supercontig_000000070" 57624483 57660627 57624483 57660627 57660627 "ENSSHAG00000013745" "HGNC:28568" "ENSFM00250000011862"
"Chr5_supercontig_000000070" 57667001 57680930 57667001 57680930 57680930 "ENSSHAG00000013919" "HGNC:12388" "ENSFM00500000270326"
"Chr5_supercontig_000000070" 57683862 57691304 57683862 57683862 57691304 "ENSSHAG00000013986" "HGNC:7223 " "ENSFM00500000270326"
"Chr5_supercontig_000000070" 57730226 57745957 57730226 57730226 57745957 "ENSSHAG00000014177" "HGNC:25705" "ENSFM00250000002264"
"Chr5_supercontig_000000070" 57748996 57800843 57748996 57800843 57800843 "ENSSHAG00000014270" "HGNC:16517" "ENSFM00500000269776"
"Chr5_supercontig_000000070" 57820489 57837909 57820489 57837909 57837909 "ENSSHAG00000014515" "HGNC:6009 " "ENSFM00250000009151"
"Chr5_supercontig_000000070" 57879390 57888262 57879390 57888262 57888262 "ENSSHAG00000014731" "HGNC:14343" "ENSFM00260000050681"
"Chr5_supercontig_000000070" 57879390 57888262 57879390 57886515 57886515 "ENSSHAG00000014731" "HGNC:14343" "ENSFM00260000050681"
"Chr5_supercontig_000000070" 57906157 57907825 57906157 57907825 57907825 "ENSSHAG00000014812" "HGNC:11332" "ENSFM00730001521275"
"Chr5_supercontig_000000070" 57920692 57960654 57920692 57960654 57960654 "ENSSHAG00000014852" "HGNC:9802 " "ENSFM00730001521186"
"Chr5_supercontig_000000070" 57981251 57986652 57981251 57981251 57986652 "ENSSHAG00000015036" "HGNC:5438 " "ENSFM00750001634016"
"Chr5_supercontig_000000070" 57997995 58038564 57997995 57997995 58038564 "ENSSHAG00000015086" "HGNC:9505 " "ENSFM00250000001040"
"Chr5_supercontig_000000070" 57997995 58038564 58010667 58010667 58038564 "ENSSHAG00000015086" "HGNC:9505 " "ENSFM00250000001040"
"Chr5_supercontig_000000070" 58146441 58149769 58146441 58149769 58149769 "ENSSHAG00000015537" "HGNC:29396" "ENSFM00250000002984"
"Chr5_supercontig_000000070" 58209042 58209746 58209042 58209042 58209746 "ENSSHAG00000015721" "          " "ENSFM00640001119678"
"Chr5_supercontig_000000070" 58291092 58309793 58291092 58309793 58309793 "ENSSHAG00000015975" "HGNC:7038 " "ENSFM00250000001779"
"Chr5_supercontig_000000070" 58328957 58375453 58328957 58375453 58375453 "ENSSHAG00000016057" "HGNC:16422" "ENSFM00250000001514"
"Chr5_supercontig_000000070" 58465140 58471405 58465140 58465140 58471405 "ENSSHAG00000016394" "HGNC:17014" "ENSFM00250000009952"
"Chr5_supercontig_000000070" 58473295 58477397 58473295 58477397 58477397 "ENSSHAG00000016405" "HGNC:6562 " "ENSFM00670001236756"
"Chr5_supercontig_000000071" 58541650 58640216 58541650 58541650 58640216 "ENSSHAG00000002407" "HGNC:976  " "ENSFM00730001521772"
"Chr5_supercontig_000000071" 58541650 58640216 58578082 58578082 58631173 "ENSSHAG00000002407" "HGNC:976  " "ENSFM00730001521772"
"Chr5_supercontig_000000071" 59367252 59378631 59367252 59367252 59378631 "ENSSHAG00000011488" "HGNC:9392 " "ENSFM00730001521993"
"Chr5_supercontig_000000071" 59851102 60167505 59851102 59851102 60167505 "ENSSHAG00000013883" "          " "ENSFM00250000000941"
"Chr5_supercontig_000000072" 60190391 60232536 60190391 60190391 60232536 "ENSSHAG00000001459" "HGNC:11201" "ENSFM00250000000941"
"Chr5_supercontig_000000072" 60649554 60649772 60649554 60649772 60649772 "ENSSHAG00000008829" "          " "ENSFM00640001119679"
"Chr5_supercontig_000000072" 60921070 60921975 60921070 60921070 60921975 "ENSSHAG00000010758" "HGNC:30617" "ENSFM00250000006779"
"Chr5_supercontig_000000072" 61077266 61098722 61077266 61098722 61098722 "ENSSHAG00000011735" "HGNC:24649" "ENSFM00250000002553"
"Chr5_supercontig_000000072" 61359667 61468120 61359667 61359667 61468120 "ENSSHAG00000013177" "HGNC:10869" "ENSFM00480000262754"
"Chr5_supercontig_000000072" 61520071 61552527 61520071 61552527 61552527 "ENSSHAG00000013887" "HGNC:18290" "ENSFM00250000005763"
"Chr5_supercontig_000000072" 61631535 61827762 61631535 61631535 61827762 "ENSSHAG00000014330" "HGNC:60   " "ENSFM00730001521882"
"Chr5_supercontig_000000072" 61860170 61868569 61860170 61860170 61868569 "ENSSHAG00000015085" "HGNC:6269 " "ENSFM00760001714772"
"Chr5_supercontig_000000072" 61911221 61911916 61911221 61911221 61911916 "ENSSHAG00000015252" "          " "ENSFM00550000755625"
"Chr5_supercontig_000000072" 61958547 61990407 61958547 61958547 61990407 "ENSSHAG00000015400" "HGNC:6541 " "ENSFM00250000000475"
"Chr5_supercontig_000000072" 62001898 62063315 62001898 62001898 62063315 "ENSSHAG00000015521" "HGNC:4707 " "ENSFM00250000001796"
"Chr5_supercontig_000000072" 62089161 62097918 62089161 62097918 62097918 "ENSSHAG00000015766" "HGNC:20175" "ENSFM00600000921609"
"Chr5_supercontig_000000072" 62104771 62125325 62104771 62104771 62125325 "ENSSHAG00000015815" "HGNC:9948 " "ENSFM00740001589248"
"Chr5_supercontig_000000072" 62104771 62125325 62111417 62111417 62125325 "ENSSHAG00000015815" "HGNC:9948 " "ENSFM00740001589248"
"Chr5_supercontig_000000072" 62128831 62158069 62128831 62158069 62158069 "ENSSHAG00000015889" "HGNC:26162" "ENSFM00250000004535"
"Chr5_supercontig_000000072" 62237512 62282997 62237512 62282997 62282997 "ENSSHAG00000016183" "HGNC:10956" "ENSFM00730001521631"
"Chr5_supercontig_000000072" 62320731 62392105 62320731 62392105 62392105 "ENSSHAG00000016378" "          " "ENSFM00730001521631"
"Chr5_supercontig_000000072" 62320731 62392105 62321549 62392105 62392105 "ENSSHAG00000016378" "          " "ENSFM00730001521631"
"Chr5_supercontig_000000072" 62437366 62541083 62437366 62541083 62541083 "ENSSHAG00000016628" "          " "ENSFM00730001521631"
"Chr5_supercontig_000000072" 62561890 62661760 62561890 62661760 62661760 "ENSSHAG00000016858" "HGNC:13819" "ENSFM00730001521631"
"Chr5_supercontig_000000072" 62712340 62794362 62712340 62794362 62794362 "ENSSHAG00000017145" "          " "ENSFM00310000089029"
"Chr5_supercontig_000000072" 62935811 62936245 62935811 62935811 62936245 "ENSSHAG00000017500" "          " "ENSFM00500000270263"
"Chr5_supercontig_000000072" 62999598 63000473 62999598 63000473 63000473 "ENSSHAG00000017579" "          " "ENSFM00310000089029"
"Chr5_supercontig_000000072" 63678190 63700708 63678190 63700708 63700708 "ENSSHAG00000018345" "HGNC:24051" "ENSFM00250000003419"
"Chr5_supercontig_000000072" 63746392 63928303 63746392 63928303 63928303 "ENSSHAG00000018405" "HGNC:30036" "ENSFM00800002003674"
"Chr5_supercontig_000000074" 64642910 64708198 64642910 64642910 64708198 "ENSSHAG00000008465" "HGNC:6643 " "ENSFM00500000270374"
"Chr5_supercontig_000000074" 65307804 65396395 65307804 65396395 65396395 "ENSSHAG00000012734" "HGNC:24269" "ENSFM00250000005338"
"Chr5_supercontig_000000074" 65413223 65422714 65413223 65422714 65422714 "ENSSHAG00000013246" "          " "ENSFM00250000001427"
"Chr5_supercontig_000000074" 65450835 65467287 65450835 65467287 65467287 "ENSSHAG00000013427" "HGNC:30796" "ENSFM00670001235569"
"Chr5_supercontig_000000074" 65617669 65786134 65617669 65617669 65786134 "ENSSHAG00000014124" "HGNC:3420 " "ENSFM00500000270023"
"Chr5_supercontig_000000074" 65822108 65934556 65822108 65934556 65934556 "ENSSHAG00000014855" "HGNC:9678 " "ENSFM00790001963124"
"Chr5_supercontig_000000074" 66105715 66202040 66105715 66105715 66202040 "ENSSHAG00000015703" "HGNC:15980" "ENSFM00500000272858"
"Chr5_supercontig_000000074" 66291688 66293031 66291688 66293031 66293031 "ENSSHAG00000016216" "          " "ENSFM00800002003449"
"Chr5_supercontig_000000074" 66310078 66310443 66310078 66310443 66310443 "ENSSHAG00000016257" "          " "ENSFM00640001119680"
"Chr5_supercontig_000000074" 66355386 66370237 66355386 66355386 66370237 "ENSSHAG00000016368" "HGNC:679  " "ENSFM00250000002426"
"Chr5_supercontig_000000074" 66442796 66449478 66442796 66442796 66449478 "ENSSHAG00000016561" "HGNC:7060 " "ENSFM00670001236657"
"Chr5_supercontig_000000074" 66475918 66476595 66475918 66475918 66476595 "ENSSHAG00000016626" "HGNC:34401" "ENSFM00250000009992"
"Chr5_supercontig_000000074" 66488153 66508248 66488153 66488153 66508248 "ENSSHAG00000016649" "          " "ENSFM00250000003663"
"Chr5_supercontig_000000074" 66630591 66673658 66630591 66630591 66673658 "ENSSHAG00000016926" "          " "ENSFM00740001589461"
"Chr5_supercontig_000000074" 66694548 66704608 66694548 66704608 66704608 "ENSSHAG00000017050" "HGNC:24539" "ENSFM00250000002415"
"Chr5_supercontig_000000074" 66741047 66742552 66741047 66741047 66742552 "ENSSHAG00000017124" "HGNC:1319 " "ENSFM00500000273608"
"Chr5_supercontig_000000074" 66748617 66777459 66748617 66777459 66777459 "ENSSHAG00000017137" "HGNC:24818" "ENSFM00670001235654"
"Chr5_supercontig_000000075" 67714938 67787114 67714938 67714938 67787114 "ENSSHAG00000002556" "          " "ENSFM00730001521356"
"Chr5_supercontig_000000075" 67823583 67826956 67823583 67823583 67826956 "ENSSHAG00000005206" "HGNC:6752 " "ENSFM00250000007261"
"Chr5_supercontig_000000075" 67829289 67843662 67829289 67843662 67843662 "ENSSHAG00000005292" "HGNC:3182 " "ENSFM00800002003604"
"Chr5_supercontig_000000075" 67939487 68024701 67939487 68024701 68024701 "ENSSHAG00000006803" "HGNC:29228" "ENSFM00250000003722"
"Chr5_supercontig_000000075" 68075920 68095644 68075920 68075920 68095644 "ENSSHAG00000008225" "HGNC:29673" "ENSFM00260000051468"
"Chr5_supercontig_000000075" 68132685 68141224 68132685 68132685 68141224 "ENSSHAG00000008694" "HGNC:13203" "ENSFM00500000270484"
"Chr5_supercontig_000000075" 68161073 68166388 68161073 68166388 68166388 "ENSSHAG00000008925" "HGNC:604  " "ENSFM00500000272650"
"Chr5_supercontig_000000075" 68197617 68204666 68197617 68204666 68204666 "ENSSHAG00000009222" "HGNC:4218 " "ENSFM00500000271194"
"Chr5_supercontig_000000075" 68251947 68253566 68251947 68251947 68253566 "ENSSHAG00000009661" "HGNC:6225 " "ENSFM00290000065519"
"Chr5_supercontig_000000075" 68369795 68371279 68369795 68369795 68371279 "ENSSHAG00000010465" "HGNC:6218 " "ENSFM00290000065519"
"Chr5_supercontig_000000075" 68546394 68548223 68546394 68546394 68548223 "ENSSHAG00000011548" "HGNC:6224 " "ENSFM00290000065519"
"Chr5_supercontig_000000076" 69091349 69220049 69091349 69091349 69220049 "ENSSHAG00000006721" "HGNC:8023 " "ENSFM00500000270240"
"Chr5_supercontig_000000076" 69756778 69759644 69756778 69759644 69759644 "ENSSHAG00000011844" "          " "ENSFM00800002003409"
"Chr5_supercontig_000000076" 69804370 70006156 69804370 70005495 70005495 "ENSSHAG00000012094" "HGNC:12726" "ENSFM00800002003899"
"Chr5_supercontig_000000076" 69804370 70006156 69829236 70006156 70006156 "ENSSHAG00000012094" "HGNC:12726" "ENSFM00800002003899"
"Chr5_supercontig_000000076" 70147520 70171338 70147520 70147520 70171338 "ENSSHAG00000013749" "HGNC:1709 " "ENSFM00800002003594"
"Chr5_supercontig_000000076" 70225877 70247280 70225877 70225877 70247280 "ENSSHAG00000014065" "HGNC:25562" "ENSFM00250000001731"
"Chr5_supercontig_000000076" 70245281 70256084 70245281 70256084 70256084 "ENSSHAG00000014147" "HGNC:11916" "ENSFM00300000079191"
"Chr5_supercontig_000000076" 70298621 70322239 70298621 70322239 70322239 "ENSSHAG00000014354" "HGNC:10599" "ENSFM00250000001147"
"Chr5_supercontig_000000076" 70336703 70345417 70336703 70336703 70345417 "ENSSHAG00000014491" "HGNC:6718 " "ENSFM00500000273757"
"Chr5_supercontig_000000076" 70336703 70345417 70336978 70336978 70345417 "ENSSHAG00000014491" "HGNC:6718 " "ENSFM00500000273757"
"Chr5_supercontig_000000076" 70402599 70405592 70402599 70402599 70405592 "ENSSHAG00000014740" "HGNC:11922" "ENSFM00250000010746"
"Chr5_supercontig_000000076" 70410789 70415731 70410789 70415731 70415731 "ENSSHAG00000014764" "HGNC:12642" "ENSFM00670001235687"
"Chr5_supercontig_000000076" 70424395 70426805 70424395 70426805 70426805 "ENSSHAG00000014803" "HGNC:14044" "ENSFM00500000274585"
"Chr5_supercontig_000000076" 70428265 70468424 70428265 70428265 70467708 "ENSSHAG00000014814" "HGNC:24305" "ENSFM00760001714911"
"Chr5_supercontig_000000076" 70428265 70468424 70432499 70432499 70468424 "ENSSHAG00000014814" "HGNC:24305" "ENSFM00760001714911"
"Chr5_supercontig_000000076" 70475204 70479193 70475204 70475204 70479193 "ENSSHAG00000014953" "          " "ENSFM00730001521081"
"Chr5_supercontig_000000076" 70480692 70495905 70480692 70495905 70495905 "ENSSHAG00000014972" "HGNC:24970" "ENSFM00310000089027"
"Chr5_supercontig_000000076" 70501263 70509804 70501263 70509804 70509804 "ENSSHAG00000015028" "HGNC:7867 " "ENSFM00250000006350"
"Chr5_supercontig_000000076" 70517936 70542949 70517936 70542949 70542949 "ENSSHAG00000015079" "          " "ENSFM00730001521383"
"Chr5_supercontig_000000076" 70561746 70562864 70561746 70562864 70562864 "ENSSHAG00000015208" "HGNC:13307" "ENSFM00500000270955"
"Chr5_supercontig_000000076" 70570721 70580446 70570721 70580446 70580446 "ENSSHAG00000015251" "HGNC:17195" "ENSFM00250000007059"
"Chr5_supercontig_000000076" 70582308 70590267 70582308 70590267 70590267 "ENSSHAG00000015278" "HGNC:19423" "ENSFM00500000270342"
"Chr5_supercontig_000000076" 70596376 70621802 70596376 70621802 70621802 "ENSSHAG00000015330" "HGNC:11955" "ENSFM00260000050489"
"Chr5_supercontig_000000076" 70633547 70639263 70633547 70639263 70639263 "ENSSHAG00000015440" "HGNC:25338" "ENSFM00250000008317"
"Chr5_supercontig_000000076" 70643551 70665734 70643551 70643551 70665734 "ENSSHAG00000015469" "HGNC:16758" "ENSFM00250000003382"
"Chr5_supercontig_000000076" 70673758 70683272 70673758 70683272 70683272 "ENSSHAG00000015551" "HGNC:7126 " "ENSFM00500000271997"
"Chr5_supercontig_000000076" 70718963 70720345 70718963 70718963 70720345 "ENSSHAG00000015681" "          " "ENSFM00640001111787"
"Chr5_supercontig_000000076" 70722543 70731263 70722543 70722543 70731263 "ENSSHAG00000015690" "HGNC:6476 " "ENSFM00250000009039"
"Chr5_supercontig_000000076" 70760879 70761403 70760879 70761403 70761403 "ENSSHAG00000015803" "          " "ENSFM00640001119681"
"Chr5_supercontig_000000076" 70771254 70794241 70771254 70771254 70794241 "ENSSHAG00000015840" "HGNC:1678 " "ENSFM00250000002266"
"Chr5_supercontig_000000076" 70801906 70808665 70801906 70801906 70808665 "ENSSHAG00000015934" "HGNC:16693" "ENSFM00250000004703"
"Chr5_supercontig_000000076" 70808738 70818125 70808738 70808738 70818125 "ENSSHAG00000015960" "          " "ENSFM00500000269952"
"Chr5_supercontig_000000076" 70819051 70821276 70819051 70819051 70821276 "ENSSHAG00000015993" "          " "ENSFM00730001530226"
"Chr5_supercontig_000000076" 70823575 70828971 70823575 70823575 70828971 "ENSSHAG00000016006" "HGNC:4400 " "ENSFM00250000000545"
"Chr5_supercontig_000000076" 70835060 70836498 70835060 70836498 70836498 "ENSSHAG00000016027" "          " "ENSFM00250000008652"
"Chr5_supercontig_000000076" 70837769 70852130 70837769 70837769 70852130 "ENSSHAG00000016035" "HGNC:12628" "ENSFM00760001714687"
"Chr5_supercontig_000000076" 70854135 70856929 70854135 70854135 70856929 "ENSSHAG00000016066" "HGNC:12009" "ENSFM00250000000728"
"Chr5_supercontig_000000076" 70857598 70860130 70857598 70860130 70860130 "ENSSHAG00000016075" "HGNC:29522" "ENSFM00250000001449"
"Chr5_supercontig_000000076" 70926778 70936282 70926778 70926778 70936282 "ENSSHAG00000016248" "HGNC:3353 " "ENSFM00730001521170"
"Chr5_supercontig_000000076" 70955056 70960452 70955056 70955056 70960452 "ENSSHAG00000016313" "HGNC:3033 " "ENSFM00740001589286"
"Chr5_supercontig_000000076" 70968659 70985840 70968659 70968659 70985840 "ENSSHAG00000016350" "HGNC:9658 " "ENSFM00260000050462"
"Chr5_supercontig_000000076" 70998944 71003386 70998944 71003386 71003386 "ENSSHAG00000016416" "HGNC:30306" "ENSFM00800002003689"
"Chr5_supercontig_000000076" 71004193 71009060 71004193 71004193 71009060 "ENSSHAG00000016428" "          " "ENSFM00780001898518"
"Chr5_supercontig_000000076" 71009771 71015188 71009771 71015188 71015188 "ENSSHAG00000016441" "HGNC:30244" "ENSFM00250000004218"
"Chr5_supercontig_000000076" 71049252 71063828 71049252 71049252 71063828 "ENSSHAG00000016527" "HGNC:1247 " "ENSFM00250000000377"
"Chr5_supercontig_000000076" 71106101 71120159 71106101 71120159 71120159 "ENSSHAG00000016644" "          " "ENSFM00250000000377"
"Chr5_supercontig_000000076" 71149406 71168543 71149406 71168543 71168543 "ENSSHAG00000016723" "HGNC:21265" "ENSFM00250000000377"
"Chr5_supercontig_000000076" 71210056 71240113 71210056 71210056 71240113 "ENSSHAG00000016843" "HGNC:18371" "ENSFM00250000001322"
"Chr5_supercontig_000000076" 71269547 71307804 71269547 71269547 71307804 "ENSSHAG00000016970" "HGNC:9719 " "ENSFM00250000001819"
"Chr5_supercontig_000000076" 71347173 71455382 71347173 71347173 71455382 "ENSSHAG00000017101" "HGNC:4688 " "ENSFM00790001963076"
"Chr5_supercontig_000000076" 71347173 71455382 71347898 71347898 71455382 "ENSSHAG00000017101" "HGNC:4688 " "ENSFM00790001963076"
"Chr5_supercontig_000000076" 71483352 71557382 71483352 71483352 71557382 "ENSSHAG00000017327" "HGNC:26215" "ENSFM00800002003909"
"Chr5_supercontig_000000076" 71483352 71557382 71493892 71493892 71557382 "ENSSHAG00000017327" "HGNC:26215" "ENSFM00800002003909"
"Chr5_supercontig_000000076" 71595404 71655696 71595404 71655696 71655696 "ENSSHAG00000017501" "HGNC:20092" "ENSFM00250000005641"
"Chr5_supercontig_000000077" 72629707 72709988 72629707 72629707 72709988 "ENSSHAG00000011244" "HGNC:4586 " "ENSFM00730001521500"
"Chr5_supercontig_000000078" 73229963 73258584 73229963 73258584 73258584 "ENSSHAG00000007368" "HGNC:3333 " "ENSFM00800002003985"
"Chr5_supercontig_000000078" 73441305 73453067 73441305 73441305 73453067 "ENSSHAG00000009248" "HGNC:19716" "ENSFM00670001235575"
"Chr5_supercontig_000000078" 73454498 73478599 73454498 73478599 73478599 "ENSSHAG00000009359" "HGNC:29288" "ENSFM00800002003960"
"Chr5_supercontig_000000078" 73528321 73553743 73528321 73528321 73553743 "ENSSHAG00000009920" "HGNC:17176" "ENSFM00250000006764"
"Chr5_supercontig_000000078" 73574754 73582697 73574754 73574754 73582697 "ENSSHAG00000010250" "HGNC:13310" "ENSFM00670001235445"
"Chr5_supercontig_000000078" 73612649 73631311 73612649 73631311 73631311 "ENSSHAG00000010478" "HGNC:9836 " "ENSFM00670001235445"
"Chr5_supercontig_000000078" 73673652 73692286 73673652 73692286 73692286 "ENSSHAG00000010825" "HGNC:18682" "ENSFM00730001521688"
"Chr5_supercontig_000000078" 73782798 73789027 73782798 73789027 73789027 "ENSSHAG00000011524" "HGNC:1785 " "ENSFM00500000271503"
"Chr5_supercontig_000000078" 73853163 73854410 73853163 73853163 73854410 "ENSSHAG00000011948" "HGNC:4473 " "ENSFM00250000007691"
"Chr5_supercontig_000000078" 73877705 73888322 73877705 73888322 73888322 "ENSSHAG00000012055" "HGNC:2350 " "ENSFM00600000921787"
"Chr5_supercontig_000000078" 73877705 73888322 73878373 73883806 73883806 "ENSSHAG00000012055" "HGNC:2350 " "ENSFM00600000921787"
"Chr5_supercontig_000000078" 74039220 74090014 74039220 74039220 74090014 "ENSSHAG00000012855" "HGNC:17909" "ENSFM00420000140614"
"Chr5_supercontig_000000078" 74098499 74169695 74098499 74169695 74169695 "ENSSHAG00000013167" "HGNC:17950" "ENSFM00250000006838"
"Chr5_supercontig_000000078" 74204044 74224798 74204044 74204044 74224798 "ENSSHAG00000013648" "HGNC:25505" "ENSFM00250000009036"
"Chr5_supercontig_000000078" 74284498 74417471 74284498 74284498 74417471 "ENSSHAG00000013979" "HGNC:6698 " "ENSFM00740001589163"
"Chr5_supercontig_000000078" 74284498 74417471 74302339 74302339 74417471 "ENSSHAG00000013979" "HGNC:6698 " "ENSFM00740001589163"
"Chr5_supercontig_000000078" 74546365 74831974 74546365 74624974 74624974 "ENSSHAG00000014916" "HGNC:3495 " "ENSFM00500000271301"
"Chr5_supercontig_000000078" 74546365 74831974 74552907 74831974 74831974 "ENSSHAG00000014916" "HGNC:3495 " "ENSFM00500000271301"
"Chr5_supercontig_000000078" 74546365 74831974 74700675 74701148 74701148 "ENSSHAG00000014916" "HGNC:3495 " "ENSFM00640001117289"
"Chr5_supercontig_000000079" 74990339 75017241 74990339 74990339 75017241 "ENSSHAG00000003262" "HGNC:2428 " "ENSFM00670001235454"
"Chr5_supercontig_000000079" 75076005 75106075 75076005 75076005 75106075 "ENSSHAG00000005191" "HGNC:18889" "ENSFM00500000272609"
"Chr5_supercontig_000000079" 75123182 75138244 75123182 75123182 75138244 "ENSSHAG00000005920" "          " "ENSFM00640001111592"
"Chr5_supercontig_000000079" 75142931 75178672 75142931 75142931 75178672 "ENSSHAG00000006171" "          " "ENSFM00500000271862"
"Chr5_supercontig_000000079" 75248995 75259046 75248995 75259046 75259046 "ENSSHAG00000007434" "          " "ENSFM00500000270406"
"Chr5_supercontig_000000079" 75317626 75344700 75317626 75317626 75344700 "ENSSHAG00000008100" "HGNC:24355" "ENSFM00500000273866"
"Chr5_supercontig_000000079" 75366620 75378053 75366620 75378053 75378053 "ENSSHAG00000008536" "HGNC:24356" "ENSFM00500000274027"
"Chr5_supercontig_000000079" 75366620 75378053 75367321 75377429 75377429 "ENSSHAG00000008536" "HGNC:24356" "ENSFM00500000274027"
"Chr5_supercontig_000000079" 75387542 75392537 75387542 75387542 75392537 "ENSSHAG00000008711" "          " "ENSFM00640001108417"
"Chr5_supercontig_000000079" 75429766 75439272 75429766 75429766 75439272 "ENSSHAG00000009041" "HGNC:1694 " "ENSFM00500000273819"
"Chr5_supercontig_000000079" 75469516 75481701 75469516 75481701 75481701 "ENSSHAG00000009378" "          " "ENSFM00500000269893"
"Chr5_supercontig_000000079" 75495469 75516728 75495469 75495469 75516728 "ENSSHAG00000009589" "          " "ENSFM00500000269893"
"Chr5_supercontig_000000080" 75564685 75585126 75564685 75585126 75585126 "ENSSHAG00000002491" "          " "ENSFM00500000269893"
"Chr5_supercontig_000000080" 75594663 75616087 75594663 75616087 75616087 "ENSSHAG00000003446" "          " "ENSFM00500000269893"
"Chr5_supercontig_000000080" 75631300 75656909 75631300 75656909 75656909 "ENSSHAG00000004342" "          " "ENSFM00250000004385"
"Chr5_supercontig_000000080" 75665551 75686603 75665551 75665551 75686603 "ENSSHAG00000005013" "HGNC:373  " "ENSFM00250000004096"
"Chr5_supercontig_000000080" 75687855 75734378 75687855 75734095 75734095 "ENSSHAG00000005411" "          " "ENSFM00770001847544"
"Chr5_supercontig_000000080" 75687855 75734378 75688244 75734378 75734378 "ENSSHAG00000005411" "          " "ENSFM00770001847544"
"Chr5_supercontig_000000080" 75771139 75801353 75771139 75801353 75801353 "ENSSHAG00000006559" "HGNC:16956" "ENSFM00250000007381"
